user_loc,fr_loc,scaled_sci
UKR2,IDN4,10
UKR2,IDN5,8
UKR2,IDN6,6
UKR2,IDN7,11
UKR2,IDN8,16
UKR2,IDN9,8
UKR2,IE04,83
UKR2,IE05,69
UKR2,IE06,114
UKR2,IMN,27
UKR2,IND1,14
UKR2,IND10,79
UKR2,IND11,14
UKR2,IND12,16
UKR2,IND13,12
UKR2,IND15,7
UKR2,IND16,8
UKR2,IND17,9
UKR2,IND18,8
UKR2,IND19,9
UKR2,IND2,6
UKR2,IND20,11
UKR2,IND21,9
UKR2,IND22,7
UKR2,IND23,6
UKR2,IND24,9
UKR2,IND25,20
UKR2,IND26,6
UKR2,IND27,9
UKR2,IND28,17
UKR2,IND29,13
UKR2,IND3,6
UKR2,IND30,9
UKR2,IND31,8
UKR2,IND32,8
UKR2,IND33,8
UKR2,IND34,12
UKR2,IND35,15
UKR2,IND36,10
UKR2,IND4,10
UKR2,IND5,9
UKR2,IND6,19
UKR2,IND7,7
UKR2,IND8,10
UKR2,IND9,10
UKR2,IS00,292
UKR2,ITC1,153
UKR2,ITC2,185
UKR2,ITC3,251
UKR2,ITC4,257
UKR2,ITF1,165
UKR2,ITF2,106
UKR2,ITF3,247
UKR2,ITF4,84
UKR2,ITF5,116
UKR2,ITF6,281
UKR2,ITG1,133
UKR2,ITG2,93
UKR2,ITH1,157
UKR2,ITH2,113
UKR2,ITH3,185
UKR2,ITH4,185
UKR2,ITH5,230
UKR2,ITI1,153
UKR2,ITI2,171
UKR2,ITI3,151
UKR2,ITI4,281
UKR2,JAM1,19
UKR2,JAM10,23
UKR2,JAM11,29
UKR2,JAM12,18
UKR2,JAM13,58
UKR2,JAM14,22
UKR2,JAM2,25
UKR2,JAM3,22
UKR2,JAM4,17
UKR2,JAM5,27
UKR2,JAM6,21
UKR2,JAM7,27
UKR2,JAM8,18
UKR2,JAM9,12
UKR2,JOR1,32
UKR2,JOR10,31
UKR2,JOR11,21
UKR2,JOR12,35
UKR2,JOR2,52
UKR2,JOR3,63
UKR2,JOR4,60
UKR2,JOR5,51
UKR2,JOR6,29
UKR2,JOR7,32
UKR2,JOR8,41
UKR2,JOR9,36
UKR2,JPN1,11
UKR2,JPN10,15
UKR2,JPN11,10
UKR2,JPN12,13
UKR2,JPN13,15
UKR2,JPN14,23
UKR2,JPN15,8
UKR2,JPN16,7
UKR2,JPN17,10
UKR2,JPN18,12
UKR2,JPN19,13
UKR2,JPN2,6
UKR2,JPN20,12
UKR2,JPN21,9
UKR2,JPN22,14
UKR2,JPN23,10
UKR2,JPN24,19
UKR2,JPN25,7
UKR2,JPN26,10
UKR2,JPN27,34
UKR2,JPN28,15
UKR2,JPN29,7
UKR2,JPN3,7
UKR2,JPN30,9
UKR2,JPN31,11
UKR2,JPN32,10
UKR2,JPN33,13
UKR2,JPN34,8
UKR2,JPN35,15
UKR2,JPN36,9
UKR2,JPN37,10
UKR2,JPN38,14
UKR2,JPN39,13
UKR2,JPN4,15
UKR2,JPN40,11
UKR2,JPN41,15
UKR2,JPN42,7
UKR2,JPN43,11
UKR2,JPN44,11
UKR2,JPN45,7
UKR2,JPN46,9
UKR2,JPN47,16
UKR2,JPN5,9
UKR2,JPN6,6
UKR2,JPN7,11
UKR2,JPN8,9
UKR2,JPN9,12
UKR2,KAZ1,606
UKR2,KAZ10,924
UKR2,KAZ11,253
UKR2,KAZ12,298
UKR2,KAZ13,403
UKR2,KAZ14,337
UKR2,KAZ2,582
UKR2,KAZ3,380
UKR2,KAZ4,305
UKR2,KAZ5,715
UKR2,KAZ6,275
UKR2,KAZ7,1097
UKR2,KAZ8,862
UKR2,KAZ9,748
UKR2,KEN1,24
UKR2,KEN10,29
UKR2,KEN11,29
UKR2,KEN12,15
UKR2,KEN13,26
UKR2,KEN14,62
UKR2,KEN15,19
UKR2,KEN16,50
UKR2,KEN17,37
UKR2,KEN18,18
UKR2,KEN19,70
UKR2,KEN2,19
UKR2,KEN20,23
UKR2,KEN21,26
UKR2,KEN22,26
UKR2,KEN23,18
UKR2,KEN24,22
UKR2,KEN25,15
UKR2,KEN26,26
UKR2,KEN27,38
UKR2,KEN28,36
UKR2,KEN29,16
UKR2,KEN3,25
UKR2,KEN30,28
UKR2,KEN31,26
UKR2,KEN32,20
UKR2,KEN33,54
UKR2,KEN34,37
UKR2,KEN35,17
UKR2,KEN36,17
UKR2,KEN37,14
UKR2,KEN38,28
UKR2,KEN39,19
UKR2,KEN4,34
UKR2,KEN40,17
UKR2,KEN41,15
UKR2,KEN42,66
UKR2,KEN43,28
UKR2,KEN44,23
UKR2,KEN45,27
UKR2,KEN46,16
UKR2,KEN47,15
UKR2,KEN5,21
UKR2,KEN6,17
UKR2,KEN7,16
UKR2,KEN8,51
UKR2,KEN9,25
UKR2,KGZ1,302
UKR2,KGZ2,405
UKR2,KGZ3,645
UKR2,KGZ4,386
UKR2,KGZ5,276
UKR2,KGZ6,325
UKR2,KGZ7,384
UKR2,KGZ8,329
UKR2,KGZ9,417
UKR2,KHM1,6
UKR2,KHM10,5
UKR2,KHM11,5
UKR2,KHM12,5
UKR2,KHM13,21
UKR2,KHM14,5
UKR2,KHM15,4
UKR2,KHM16,9
UKR2,KHM17,4
UKR2,KHM18,3
UKR2,KHM19,5
UKR2,KHM2,4
UKR2,KHM20,4
UKR2,KHM21,13
UKR2,KHM22,3
UKR2,KHM23,3
UKR2,KHM24,4
UKR2,KHM25,5
UKR2,KHM3,7
UKR2,KHM4,4
UKR2,KHM5,5
UKR2,KHM6,4
UKR2,KHM7,4
UKR2,KHM8,8
UKR2,KHM9,7
UKR2,KIR,9
UKR2,KNA,12
UKR2,KOR1,21
UKR2,KOR10,18
UKR2,KOR11,23
UKR2,KOR12,28
UKR2,KOR13,15
UKR2,KOR14,18
UKR2,KOR15,36
UKR2,KOR16,25
UKR2,KOR17,15
UKR2,KOR2,23
UKR2,KOR3,25
UKR2,KOR4,14
UKR2,KOR5,22
UKR2,KOR6,17
UKR2,KOR7,32
UKR2,KOR8,23
UKR2,KOR9,18
UKR2,KWT1,41
UKR2,KWT2,36
UKR2,KWT3,56
UKR2,KWT4,44
UKR2,KWT5,49
UKR2,KWT6,53
UKR2,LAO1,4
UKR2,LAO10,3
UKR2,LAO11,2
UKR2,LAO12,4
UKR2,LAO13,8
UKR2,LAO14,4
UKR2,LAO15,3
UKR2,LAO16,3
UKR2,LAO17,8
UKR2,LAO18,6
UKR2,LAO2,30
UKR2,LAO3,5
UKR2,LAO4,6
UKR2,LAO5,3
UKR2,LAO6,4
UKR2,LAO7,5
UKR2,LAO8,8
UKR2,LAO9,3
UKR2,LBN1,76
UKR2,LBN2,89
UKR2,LBN3,103
UKR2,LBN4,53
UKR2,LBN5,103
UKR2,LBN6,47
UKR2,LBN7,82
UKR2,LBN8,100
UKR2,LBR1,75
UKR2,LBR10,30
UKR2,LBR11,58
UKR2,LBR12,73
UKR2,LBR14,1
UKR2,LBR15,66
UKR2,LBR2,51
UKR2,LBR3,167
UKR2,LBR4,59
UKR2,LBR5,63
UKR2,LBR6,45
UKR2,LBR7,1
UKR2,LBR8,27
UKR2,LBR9,73
UKR2,LBY1,52
UKR2,LBY10,29
UKR2,LBY11,26
UKR2,LBY12,30
UKR2,LBY13,32
UKR2,LBY14,12
UKR2,LBY15,34
UKR2,LBY16,32
UKR2,LBY17,21
UKR2,LBY18,14
UKR2,LBY19,25
UKR2,LBY2,21
UKR2,LBY20,33
UKR2,LBY21,20
UKR2,LBY22,11
UKR2,LBY3,28
UKR2,LBY4,49
UKR2,LBY5,20
UKR2,LBY6,13
UKR2,LBY7,27
UKR2,LBY8,27
UKR2,LBY9,23
UKR2,LCA,20
UKR2,LI00,195
UKR2,LKA1,18
UKR2,LKA10,45
UKR2,LKA11,28
UKR2,LKA12,26
UKR2,LKA13,19
UKR2,LKA14,20
UKR2,LKA15,12
UKR2,LKA16,22
UKR2,LKA17,32
UKR2,LKA18,19
UKR2,LKA19,11
UKR2,LKA2,19
UKR2,LKA20,22
UKR2,LKA21,18
UKR2,LKA22,23
UKR2,LKA23,19
UKR2,LKA24,21
UKR2,LKA25,14
UKR2,LKA3,21
UKR2,LKA4,14
UKR2,LKA5,35
UKR2,LKA6,53
UKR2,LKA7,26
UKR2,LKA8,26
UKR2,LKA9,16
UKR2,LSO1,11
UKR2,LSO10,3
UKR2,LSO2,2
UKR2,LSO3,5
UKR2,LSO4,6
UKR2,LSO5,5
UKR2,LSO6,2
UKR2,LSO7,8
UKR2,LSO8,5
UKR2,LSO9,4
UKR2,LT01,967
UKR2,LT02,568
UKR2,LU00,106
UKR2,LV00,974
UKR2,MAC,12
UKR2,MAF,374
UKR2,MAR1,129
UKR2,MAR10,105
UKR2,MAR11,123
UKR2,MAR12,143
UKR2,MAR13,146
UKR2,MAR14,105
UKR2,MAR15,129
UKR2,MAR2,131
UKR2,MAR3,126
UKR2,MAR4,166
UKR2,MAR5,115
UKR2,MAR6,103
UKR2,MAR7,128
UKR2,MAR8,113
UKR2,MAR9,147
UKR2,MCO,627
UKR2,MDA1,676
UKR2,MDA10,481
UKR2,MDA11,614
UKR2,MDA12,1244
UKR2,MDA13,891
UKR2,MDA14,481
UKR2,MDA15,964
UKR2,MDA16,652
UKR2,MDA17,440
UKR2,MDA18,927
UKR2,MDA19,868
UKR2,MDA2,551
UKR2,MDA20,665
UKR2,MDA21,1708
UKR2,MDA22,1048
UKR2,MDA23,431
UKR2,MDA24,554
UKR2,MDA25,461
UKR2,MDA26,446
UKR2,MDA27,1956
UKR2,MDA28,588
UKR2,MDA29,749
UKR2,MDA3,580
UKR2,MDA30,787
UKR2,MDA31,726
UKR2,MDA32,722
UKR2,MDA33,457
UKR2,MDA34,1180
UKR2,MDA35,1006
UKR2,MDA36,2817
UKR2,MDA37,514
UKR2,MDA4,1464
UKR2,MDA5,1487
UKR2,MDA6,2397
UKR2,MDA7,1524
UKR2,MDA8,810
UKR2,MDA9,747
UKR2,MDG1,22
UKR2,MDG2,81
UKR2,MDG3,16
UKR2,MDG4,29
UKR2,MDG5,35
UKR2,MDG6,35
UKR2,MDV,110
UKR2,ME00,563
UKR2,MEX1,16
UKR2,MEX10,9
UKR2,MEX11,11
UKR2,MEX12,10
UKR2,MEX13,12
UKR2,MEX14,15
UKR2,MEX15,16
UKR2,MEX16,12
UKR2,MEX17,14
UKR2,MEX18,11
UKR2,MEX19,10
UKR2,MEX2,11
UKR2,MEX20,10
UKR2,MEX21,13
UKR2,MEX22,16
UKR2,MEX23,29
UKR2,MEX24,10
UKR2,MEX25,9
UKR2,MEX26,9
UKR2,MEX27,11
UKR2,MEX28,10
UKR2,MEX29,13
UKR2,MEX3,14
UKR2,MEX30,11
UKR2,MEX31,12
UKR2,MEX32,12
UKR2,MEX4,11
UKR2,MEX5,9
UKR2,MEX6,11
UKR2,MEX7,9
UKR2,MEX8,14
UKR2,MEX9,21
UKR2,MHL,13
UKR2,MK00,221
UKR2,MLI1,26
UKR2,MLI2,34
UKR2,MLI3,17
UKR2,MLI4,122
UKR2,MLI5,25
UKR2,MLI6,29
UKR2,MLI7,17
UKR2,MLI8,17
UKR2,MLI9,39
UKR2,MMR1,3
UKR2,MMR10,5
UKR2,MMR11,4
UKR2,MMR12,4
UKR2,MMR13,4
UKR2,MMR14,2
UKR2,MMR15,6
UKR2,MMR2,3
UKR2,MMR3,4
UKR2,MMR4,4
UKR2,MMR5,3
UKR2,MMR6,3
UKR2,MMR7,3
UKR2,MMR8,5
UKR2,MMR9,3
UKR2,MNG1,32
UKR2,MNG10,28
UKR2,MNG11,22
UKR2,MNG12,28
UKR2,MNG13,25
UKR2,MNG14,38
UKR2,MNG15,27
UKR2,MNG16,25
UKR2,MNG17,58
UKR2,MNG18,26
UKR2,MNG19,76
UKR2,MNG2,26
UKR2,MNG20,63
UKR2,MNG21,56
UKR2,MNG22,51
UKR2,MNG3,39
UKR2,MNG4,43
UKR2,MNG5,17
UKR2,MNG6,43
UKR2,MNG7,49
UKR2,MNG8,45
UKR2,MNG9,47
UKR2,MNP,9
UKR2,MOZ1,33
UKR2,MOZ10,23
UKR2,MOZ11,24
UKR2,MOZ2,16
UKR2,MOZ3,18
UKR2,MOZ4,22
UKR2,MOZ5,21
UKR2,MOZ6,22
UKR2,MOZ7,32
UKR2,MOZ8,26
UKR2,MOZ9,31
UKR2,MRT1,66
UKR2,MRT10,25
UKR2,MRT11,49
UKR2,MRT12,15
UKR2,MRT13,29
UKR2,MRT2,5
UKR2,MRT3,20
UKR2,MRT4,45
UKR2,MRT5,7
UKR2,MRT6,9
UKR2,MRT7,10
UKR2,MRT8,1
UKR2,MRT9,1
UKR2,MT00,231
UKR2,MUS1,1
UKR2,MUS10,33
UKR2,MUS12,25
UKR2,MUS2,45
UKR2,MUS3,34
UKR2,MUS4,22
UKR2,MUS5,32
UKR2,MUS6,60
UKR2,MUS7,33
UKR2,MUS8,39
UKR2,MUS9,35
UKR2,MWI1,22
UKR2,MWI11,13
UKR2,MWI12,13
UKR2,MWI13,10
UKR2,MWI14,17
UKR2,MWI15,23
UKR2,MWI16,47
UKR2,MWI17,14
UKR2,MWI18,46
UKR2,MWI19,22
UKR2,MWI2,12
UKR2,MWI20,8
UKR2,MWI21,1
UKR2,MWI22,12
UKR2,MWI23,1
UKR2,MWI24,55
UKR2,MWI25,5
UKR2,MWI26,21
UKR2,MWI27,14
UKR2,MWI28,10
UKR2,MWI3,21
UKR2,MWI4,1
UKR2,MWI5,14
UKR2,MWI6,21
UKR2,MWI7,15
UKR2,MWI8,21
UKR2,MWI9,19
UKR2,MYS1,10
UKR2,MYS10,10
UKR2,MYS11,12
UKR2,MYS12,11
UKR2,MYS13,9
UKR2,MYS14,9
UKR2,MYS15,14
UKR2,MYS16,9
UKR2,MYS2,8
UKR2,MYS3,9
UKR2,MYS4,18
UKR2,MYS5,14
UKR2,MYS6,14
UKR2,MYS7,10
UKR2,MYS8,10
UKR2,MYS9,10
UKR2,NAM1,9
UKR2,NAM10,11
UKR2,NAM11,11
UKR2,NAM12,15
UKR2,NAM13,5
UKR2,NAM2,24
UKR2,NAM3,6
UKR2,NAM4,16
UKR2,NAM5,17
UKR2,NAM6,15
UKR2,NAM7,9
UKR2,NAM8,8
UKR2,NAM9,11
UKR2,NCL,7
UKR2,NER1,24
UKR2,NER2,14
UKR2,NER3,16
UKR2,NER4,15
UKR2,NER5,22
UKR2,NER6,164
UKR2,NER7,14
UKR2,NER8,13
UKR2,NGA1,77
UKR2,NGA10,90
UKR2,NGA11,34
UKR2,NGA12,91
UKR2,NGA13,44
UKR2,NGA14,58
UKR2,NGA15,47
UKR2,NGA16,16
UKR2,NGA17,148
UKR2,NGA18,21
UKR2,NGA19,32
UKR2,NGA2,21
UKR2,NGA20,29
UKR2,NGA21,22
UKR2,NGA22,15
UKR2,NGA23,24
UKR2,NGA24,26
UKR2,NGA25,54
UKR2,NGA26,26
UKR2,NGA27,19
UKR2,NGA28,43
UKR2,NGA29,59
UKR2,NGA3,41
UKR2,NGA30,43
UKR2,NGA31,41
UKR2,NGA32,24
UKR2,NGA33,45
UKR2,NGA34,26
UKR2,NGA35,24
UKR2,NGA36,15
UKR2,NGA37,20
UKR2,NGA4,92
UKR2,NGA5,16
UKR2,NGA6,35
UKR2,NGA7,17
UKR2,NGA8,25
UKR2,NGA9,30
UKR2,NIC1,14
UKR2,NIC10,22
UKR2,NIC11,12
UKR2,NIC12,10
UKR2,NIC13,17
UKR2,NIC14,11
UKR2,NIC15,12
UKR2,NIC16,13
UKR2,NIC17,6
UKR2,NIC18,18
UKR2,NIC2,11
UKR2,NIC3,12
UKR2,NIC4,11
UKR2,NIC5,10
UKR2,NIC6,19
UKR2,NIC7,13
UKR2,NIC8,13
UKR2,NIC9,12
UKR2,NL11,63
UKR2,NL12,62
UKR2,NL13,45
UKR2,NL21,42
UKR2,NL22,63
UKR2,NL23,71
UKR2,NL31,70
UKR2,NL32,123
UKR2,NL33,118
UKR2,NL34,63
UKR2,NL41,103
UKR2,NL42,73
UKR2,NO01,167
UKR2,NO02,103
UKR2,NO03,92
UKR2,NO04,92
UKR2,NO05,63
UKR2,NO06,113
UKR2,NO07,83
UKR2,NPL1,11
UKR2,NPL2,10
UKR2,NPL3,4
UKR2,NPL4,5
UKR2,NPL5,11
UKR2,NRU,38
UKR2,NZL1,18
UKR2,NZL10,19
UKR2,NZL11,13
UKR2,NZL12,20
UKR2,NZL13,11
UKR2,NZL14,11
UKR2,NZL15,20
UKR2,NZL16,12
UKR2,NZL2,21
UKR2,NZL3,29
UKR2,NZL5,4
UKR2,NZL6,11
UKR2,NZL7,19
UKR2,NZL8,28
UKR2,NZL9,25
UKR2,OMN1,21
UKR2,OMN10,66
UKR2,OMN11,35
UKR2,OMN2,24
UKR2,OMN3,27
UKR2,OMN4,33
UKR2,OMN5,22
UKR2,OMN6,32
UKR2,OMN7,24
UKR2,OMN8,24
UKR2,OMN9,30
UKR2,PAK1,41
UKR2,PAK2,34
UKR2,PAK3,58
UKR2,PAK4,44
UKR2,PAK5,65
UKR2,PAK6,56
UKR2,PAK7,42
UKR2,PAK8,32
UKR2,PAN1,21
UKR2,PAN10,24
UKR2,PAN11,19
UKR2,PAN12,14
UKR2,PAN13,15
UKR2,PAN2,17
UKR2,PAN3,8
UKR2,PAN4,11
UKR2,PAN5,7
UKR2,PAN7,12
UKR2,PAN8,9
UKR2,PAN9,14
UKR2,PER1,11
UKR2,PER10,10
UKR2,PER11,24
UKR2,PER12,14
UKR2,PER13,14
UKR2,PER14,12
UKR2,PER15,20
UKR2,PER16,13
UKR2,PER17,21
UKR2,PER18,14
UKR2,PER19,18
UKR2,PER2,13
UKR2,PER20,11
UKR2,PER21,11
UKR2,PER22,10
UKR2,PER23,21
UKR2,PER24,18
UKR2,PER25,15
UKR2,PER26,15
UKR2,PER3,11
UKR2,PER4,16
UKR2,PER5,10
UKR2,PER6,10
UKR2,PER7,17
UKR2,PER8,14
UKR2,PER9,11
UKR2,PHL1,8
UKR2,PHL10,15
UKR2,PHL11,10
UKR2,PHL12,9
UKR2,PHL13,16
UKR2,PHL14,29
UKR2,PHL15,17
UKR2,PHL16,17
UKR2,PHL17,14
UKR2,PHL18,9
UKR2,PHL19,9
UKR2,PHL2,24
UKR2,PHL20,11
UKR2,PHL21,22
UKR2,PHL22,14
UKR2,PHL23,8
UKR2,PHL24,14
UKR2,PHL25,23
UKR2,PHL26,18
UKR2,PHL27,21
UKR2,PHL28,21
UKR2,PHL29,20
UKR2,PHL3,22
UKR2,PHL30,32
UKR2,PHL31,16
UKR2,PHL32,15
UKR2,PHL33,6
UKR2,PHL34,9
UKR2,PHL35,8
UKR2,PHL36,19
UKR2,PHL37,8
UKR2,PHL38,6
UKR2,PHL39,11
UKR2,PHL4,13
UKR2,PHL40,13
UKR2,PHL41,20
UKR2,PHL42,13
UKR2,PHL43,22
UKR2,PHL44,10
UKR2,PHL45,10
UKR2,PHL46,15
UKR2,PHL47,17
UKR2,PHL48,21
UKR2,PHL49,27
UKR2,PHL5,12
UKR2,PHL50,6
UKR2,PHL51,18
UKR2,PHL52,23
UKR2,PHL53,14
UKR2,PHL54,17
UKR2,PHL55,13
UKR2,PHL56,8
UKR2,PHL57,13
UKR2,PHL58,11
UKR2,PHL59,17
UKR2,PHL6,17
UKR2,PHL60,13
UKR2,PHL61,11
UKR2,PHL62,9
UKR2,PHL63,7
UKR2,PHL64,14
UKR2,PHL65,10
UKR2,PHL66,21
UKR2,PHL67,18
UKR2,PHL68,21
UKR2,PHL69,14
UKR2,PHL7,8
UKR2,PHL70,21
UKR2,PHL71,21
UKR2,PHL72,14
UKR2,PHL73,22
UKR2,PHL74,20
UKR2,PHL75,25
UKR2,PHL76,12
UKR2,PHL77,9
UKR2,PHL78,14
UKR2,PHL79,32
UKR2,PHL8,12
UKR2,PHL80,18
UKR2,PHL81,20
UKR2,PHL9,10
UKR2,PL21,1036
UKR2,PL22,1257
UKR2,PL41,1992
UKR2,PL42,2133
UKR2,PL43,2181
UKR2,PL51,2891
UKR2,PL52,1184
UKR2,PL61,973
UKR2,PL62,614
UKR2,PL63,1617
UKR2,PL71,1984
UKR2,PL72,294
UKR2,PL81,521
UKR2,PL82,274
UKR2,PL84,690
UKR2,PL91,2082
UKR2,PL92,770
UKR2,PLW,8
UKR2,PNG1,9
UKR2,PNG10,80
UKR2,PNG11,27
UKR2,PNG12,7
UKR2,PNG13,12
UKR2,PNG14,46
UKR2,PNG15,30
UKR2,PNG16,11
UKR2,PNG17,10
UKR2,PNG18,16
UKR2,PNG19,167
UKR2,PNG2,41
UKR2,PNG20,44
UKR2,PNG21,83
UKR2,PNG22,33
UKR2,PNG3,367
UKR2,PNG4,13
UKR2,PNG5,10
UKR2,PNG6,358
UKR2,PNG7,31
UKR2,PNG8,10
UKR2,PNG9,29
UKR2,PRI1,10
UKR2,PRI10,8
UKR2,PRI11,14
UKR2,PRI12,12
UKR2,PRI13,14
UKR2,PRI14,14
UKR2,PRI15,13
UKR2,PRI16,15
UKR2,PRI17,13
UKR2,PRI18,18
UKR2,PRI19,17
UKR2,PRI2,5
UKR2,PRI20,9
UKR2,PRI21,17
UKR2,PRI22,8
UKR2,PRI23,8
UKR2,PRI24,6
UKR2,PRI25,1
UKR2,PRI26,21
UKR2,PRI27,15
UKR2,PRI28,34
UKR2,PRI29,31
UKR2,PRI3,12
UKR2,PRI30,6
UKR2,PRI31,16
UKR2,PRI32,11
UKR2,PRI33,11
UKR2,PRI34,32
UKR2,PRI35,3
UKR2,PRI36,11
UKR2,PRI37,12
UKR2,PRI38,10
UKR2,PRI39,8
UKR2,PRI4,16
UKR2,PRI40,13
UKR2,PRI41,13
UKR2,PRI42,9
UKR2,PRI43,19
UKR2,PRI44,7
UKR2,PRI45,6
UKR2,PRI46,9
UKR2,PRI47,22
UKR2,PRI48,16
UKR2,PRI49,8
UKR2,PRI5,3
UKR2,PRI50,13
UKR2,PRI51,10
UKR2,PRI52,15
UKR2,PRI53,11
UKR2,PRI54,10
UKR2,PRI55,8
UKR2,PRI56,20
UKR2,PRI57,5
UKR2,PRI58,16
UKR2,PRI59,19
UKR2,PRI6,18
UKR2,PRI60,15
UKR2,PRI61,13
UKR2,PRI62,6
UKR2,PRI63,18
UKR2,PRI64,21
UKR2,PRI65,16
UKR2,PRI66,12
UKR2,PRI67,6
UKR2,PRI68,20
UKR2,PRI69,16
UKR2,PRI7,14
UKR2,PRI70,13
UKR2,PRI71,11
UKR2,PRI72,22
UKR2,PRI73,11
UKR2,PRI74,14
UKR2,PRI75,1
UKR2,PRI76,8
UKR2,PRI77,11
UKR2,PRI78,4
UKR2,PRI8,11
UKR2,PRI9,12
UKR2,PRY1,5
UKR2,PRY10,14
UKR2,PRY11,10
UKR2,PRY12,10
UKR2,PRY13,13
UKR2,PRY14,17
UKR2,PRY15,9
UKR2,PRY16,9
UKR2,PRY17,12
UKR2,PRY18,12
UKR2,PRY2,6
UKR2,PRY3,25
UKR2,PRY4,9
UKR2,PRY5,19
UKR2,PRY6,12
UKR2,PRY7,10
UKR2,PRY8,11
UKR2,PRY9,12
UKR2,PT11,77
UKR2,PT15,446
UKR2,PT16,147
UKR2,PT17,169
UKR2,PT18,194
UKR2,PT20,32
UKR2,PT30,95
UKR2,PYF,10
UKR2,QAT1,80
UKR2,QAT2,69
UKR2,QAT3,40
UKR2,QAT4,62
UKR2,QAT5,62
UKR2,QAT6,59
UKR2,QAT7,37
UKR2,RO11,79
UKR2,RO12,76
UKR2,RO21,82
UKR2,RO22,78
UKR2,RO31,95
UKR2,RO32,103
UKR2,RO41,58
UKR2,RO42,79
UKR2,RS11,165
UKR2,RS12,156
UKR2,RS21,147
UKR2,RS22,136
UKR2,RWA1,23
UKR2,RWA2,23
UKR2,RWA3,19
UKR2,RWA4,19
UKR2,RWA5,21
UKR2,SAU1,28
UKR2,SAU10,21
UKR2,SAU11,29
UKR2,SAU12,24
UKR2,SAU13,29
UKR2,SAU2,22
UKR2,SAU3,29
UKR2,SAU4,28
UKR2,SAU5,26
UKR2,SAU6,27
UKR2,SAU7,33
UKR2,SAU8,32
UKR2,SAU9,26
UKR2,SE11,159
UKR2,SE12,76
UKR2,SE21,65
UKR2,SE22,109
UKR2,SE23,117
UKR2,SE31,59
UKR2,SE32,77
UKR2,SE33,79
UKR2,SEN1,34
UKR2,SEN10,44
UKR2,SEN11,19
UKR2,SEN12,23
UKR2,SEN13,26
UKR2,SEN14,43
UKR2,SEN2,13
UKR2,SEN3,22
UKR2,SEN4,29
UKR2,SEN5,13
UKR2,SEN6,23
UKR2,SEN7,30
UKR2,SEN8,11
UKR2,SEN9,16
UKR2,SGP1,15
UKR2,SGP2,17
UKR2,SGP3,16
UKR2,SGP4,13
UKR2,SGP5,15
UKR2,SI03,96
UKR2,SI04,125
UKR2,SK01,715
UKR2,SK02,451
UKR2,SK03,232
UKR2,SK04,169
UKR2,SLB,13
UKR2,SLE1,74
UKR2,SLE2,93
UKR2,SLE3,58
UKR2,SLE4,91
UKR2,SLV1,7
UKR2,SLV10,12
UKR2,SLV11,8
UKR2,SLV12,9
UKR2,SLV13,8
UKR2,SLV14,6
UKR2,SLV2,6
UKR2,SLV3,8
UKR2,SLV4,5
UKR2,SLV5,12
UKR2,SLV6,6
UKR2,SLV7,10
UKR2,SLV8,6
UKR2,SLV9,7
UKR2,SMR,298
UKR2,STP,24
UKR2,SUR,12
UKR2,SWZ1,10
UKR2,SWZ2,5
UKR2,SWZ3,7
UKR2,SWZ4,6
UKR2,SXM,176
UKR2,SYC,57
UKR2,TCA,18
UKR2,TCD1,1
UKR2,TCD10,34
UKR2,TCD11,65
UKR2,TCD12,12
UKR2,TCD13,1
UKR2,TCD14,1
UKR2,TCD15,27
UKR2,TCD16,6
UKR2,TCD17,13
UKR2,TCD18,1
UKR2,TCD19,1
UKR2,TCD2,19
UKR2,TCD20,32
UKR2,TCD22,19
UKR2,TCD23,43
UKR2,TCD3,1
UKR2,TCD4,29
UKR2,TCD5,1
UKR2,TCD6,1
UKR2,TCD7,1
UKR2,TCD8,1
UKR2,TCD9,1
UKR2,TGO1,16
UKR2,TGO2,23
UKR2,TGO3,56
UKR2,TGO4,47
UKR2,TGO5,18
UKR2,THA1,8
UKR2,THA10,11
UKR2,THA11,7
UKR2,THA12,21
UKR2,THA13,6
UKR2,THA14,7
UKR2,THA15,6
UKR2,THA16,7
UKR2,THA17,8
UKR2,THA18,12
UKR2,THA19,5
UKR2,THA2,9
UKR2,THA20,5
UKR2,THA21,6
UKR2,THA22,6
UKR2,THA23,7
UKR2,THA24,8
UKR2,THA25,7
UKR2,THA26,6
UKR2,THA27,9
UKR2,THA28,8
UKR2,THA29,9
UKR2,THA3,12
UKR2,THA30,11
UKR2,THA31,6
UKR2,THA32,5
UKR2,THA33,4
UKR2,THA34,8
UKR2,THA35,6
UKR2,THA36,12
UKR2,THA37,11
UKR2,THA38,5
UKR2,THA39,6
UKR2,THA4,6
UKR2,THA40,5
UKR2,THA41,8
UKR2,THA42,9
UKR2,THA43,8
UKR2,THA44,8
UKR2,THA45,10
UKR2,THA46,6
UKR2,THA47,7
UKR2,THA48,63
UKR2,THA49,8
UKR2,THA5,8
UKR2,THA50,14
UKR2,THA51,7
UKR2,THA52,7
UKR2,THA53,10
UKR2,THA54,7
UKR2,THA55,9
UKR2,THA56,8
UKR2,THA57,10
UKR2,THA58,8
UKR2,THA59,7
UKR2,THA6,7
UKR2,THA60,7
UKR2,THA61,3
UKR2,THA62,6
UKR2,THA63,10
UKR2,THA64,6
UKR2,THA65,8
UKR2,THA66,6
UKR2,THA67,28
UKR2,THA68,6
UKR2,THA69,6
UKR2,THA7,7
UKR2,THA70,6
UKR2,THA71,6
