user_loc,fr_loc,scaled_sci
UKR1,MAR12,140
UKR1,MAR13,124
UKR1,MAR14,98
UKR1,MAR15,130
UKR1,MAR2,112
UKR1,MAR3,131
UKR1,MAR4,133
UKR1,MAR5,111
UKR1,MAR6,105
UKR1,MAR7,115
UKR1,MAR8,101
UKR1,MAR9,147
UKR1,MCO,441
UKR1,MDA1,948
UKR1,MDA10,653
UKR1,MDA11,862
UKR1,MDA12,1390
UKR1,MDA13,1014
UKR1,MDA14,601
UKR1,MDA15,1703
UKR1,MDA16,960
UKR1,MDA17,1227
UKR1,MDA18,1273
UKR1,MDA19,847
UKR1,MDA2,815
UKR1,MDA20,1057
UKR1,MDA21,1754
UKR1,MDA22,967
UKR1,MDA23,652
UKR1,MDA24,821
UKR1,MDA25,719
UKR1,MDA26,597
UKR1,MDA27,2536
UKR1,MDA28,752
UKR1,MDA29,1035
UKR1,MDA3,879
UKR1,MDA30,950
UKR1,MDA31,973
UKR1,MDA32,984
UKR1,MDA33,837
UKR1,MDA34,1603
UKR1,MDA35,1012
UKR1,MDA36,3433
UKR1,MDA37,820
UKR1,MDA4,1558
UKR1,MDA5,2125
UKR1,MDA6,3133
UKR1,MDA7,1484
UKR1,MDA8,753
UKR1,MDA9,693
UKR1,MDG1,23
UKR1,MDG2,94
UKR1,MDG3,15
UKR1,MDG4,30
UKR1,MDG5,35
UKR1,MDG6,40
UKR1,MDV,92
UKR1,ME00,662
UKR1,MEX1,16
UKR1,MEX10,9
UKR1,MEX11,12
UKR1,MEX12,9
UKR1,MEX13,12
UKR1,MEX14,14
UKR1,MEX15,14
UKR1,MEX16,11
UKR1,MEX17,12
UKR1,MEX18,9
UKR1,MEX19,11
UKR1,MEX2,15
UKR1,MEX20,10
UKR1,MEX21,12
UKR1,MEX22,17
UKR1,MEX23,29
UKR1,MEX24,10
UKR1,MEX25,9
UKR1,MEX26,9
UKR1,MEX27,10
UKR1,MEX28,9
UKR1,MEX29,12
UKR1,MEX3,11
UKR1,MEX30,13
UKR1,MEX31,11
UKR1,MEX32,11
UKR1,MEX4,12
UKR1,MEX5,10
UKR1,MEX6,12
UKR1,MEX7,9
UKR1,MEX8,13
UKR1,MEX9,19
UKR1,MHL,8
UKR1,MK00,171
UKR1,MLI1,27
UKR1,MLI2,32
UKR1,MLI3,22
UKR1,MLI4,55
UKR1,MLI5,55
UKR1,MLI6,24
UKR1,MLI7,19
UKR1,MLI8,28
UKR1,MLI9,45
UKR1,MMR1,3
UKR1,MMR10,2
UKR1,MMR11,6
UKR1,MMR12,4
UKR1,MMR13,4
UKR1,MMR14,3
UKR1,MMR15,7
UKR1,MMR2,3
UKR1,MMR3,4
UKR1,MMR4,5
UKR1,MMR5,2
UKR1,MMR6,4
UKR1,MMR7,3
UKR1,MMR8,5
UKR1,MMR9,4
UKR1,MNG1,36
UKR1,MNG10,37
UKR1,MNG11,15
UKR1,MNG12,17
UKR1,MNG13,24
UKR1,MNG14,25
UKR1,MNG15,28
UKR1,MNG16,25
UKR1,MNG17,38
UKR1,MNG18,34
UKR1,MNG19,73
UKR1,MNG2,22
UKR1,MNG20,47
UKR1,MNG21,47
UKR1,MNG22,43
UKR1,MNG3,25
UKR1,MNG4,39
UKR1,MNG5,18
UKR1,MNG6,25
UKR1,MNG7,55
UKR1,MNG8,62
UKR1,MNG9,51
UKR1,MNP,8
UKR1,MOZ1,22
UKR1,MOZ10,21
UKR1,MOZ11,20
UKR1,MOZ2,12
UKR1,MOZ3,16
UKR1,MOZ4,20
UKR1,MOZ5,18
UKR1,MOZ6,24
UKR1,MOZ7,23
UKR1,MOZ8,21
UKR1,MOZ9,25
UKR1,MRT1,14
UKR1,MRT10,22
UKR1,MRT11,1
UKR1,MRT12,20
UKR1,MRT13,20
UKR1,MRT2,11
UKR1,MRT3,5
UKR1,MRT4,183
UKR1,MRT5,23
UKR1,MRT6,1
UKR1,MRT7,8
UKR1,MRT8,14
UKR1,MRT9,103
UKR1,MT00,183
UKR1,MUS1,1
UKR1,MUS10,21
UKR1,MUS12,25
UKR1,MUS2,57
UKR1,MUS3,44
UKR1,MUS4,23
UKR1,MUS5,47
UKR1,MUS6,48
UKR1,MUS7,32
UKR1,MUS8,40
UKR1,MUS9,41
UKR1,MWI1,15
UKR1,MWI11,12
UKR1,MWI12,14
UKR1,MWI13,8
UKR1,MWI14,11
UKR1,MWI15,22
UKR1,MWI16,20
UKR1,MWI17,13
UKR1,MWI18,51
UKR1,MWI19,14
UKR1,MWI2,10
UKR1,MWI20,8
UKR1,MWI21,1
UKR1,MWI22,3
UKR1,MWI23,1
UKR1,MWI24,1
UKR1,MWI25,21
UKR1,MWI26,15
UKR1,MWI27,8
UKR1,MWI28,9
UKR1,MWI3,53
UKR1,MWI4,27
UKR1,MWI5,1
UKR1,MWI6,5
UKR1,MWI7,5
UKR1,MWI8,22
UKR1,MWI9,12
UKR1,MYS1,9
UKR1,MYS10,9
UKR1,MYS11,11
UKR1,MYS12,11
UKR1,MYS13,8
UKR1,MYS14,9
UKR1,MYS15,13
UKR1,MYS16,7
UKR1,MYS2,6
UKR1,MYS3,5
UKR1,MYS4,17
UKR1,MYS5,15
UKR1,MYS6,10
UKR1,MYS7,10
UKR1,MYS8,8
UKR1,MYS9,9
UKR1,NAM1,10
UKR1,NAM10,27
UKR1,NAM11,15
UKR1,NAM12,13
UKR1,NAM13,2
UKR1,NAM2,24
UKR1,NAM3,9
UKR1,NAM4,12
UKR1,NAM5,20
UKR1,NAM6,19
UKR1,NAM7,7
UKR1,NAM8,16
UKR1,NAM9,1
UKR1,NCL,29
UKR1,NER1,23
UKR1,NER2,21
UKR1,NER3,22
UKR1,NER4,14
UKR1,NER5,23
UKR1,NER6,11
UKR1,NER7,20
UKR1,NER8,14
UKR1,NGA1,82
UKR1,NGA10,102
UKR1,NGA11,35
UKR1,NGA12,95
UKR1,NGA13,54
UKR1,NGA14,58
UKR1,NGA15,36
UKR1,NGA16,16
UKR1,NGA17,91
UKR1,NGA18,21
UKR1,NGA19,22
UKR1,NGA2,33
UKR1,NGA20,31
UKR1,NGA21,21
UKR1,NGA22,16
UKR1,NGA23,25
UKR1,NGA24,28
UKR1,NGA25,62
UKR1,NGA26,23
UKR1,NGA27,27
UKR1,NGA28,46
UKR1,NGA29,71
UKR1,NGA3,44
UKR1,NGA30,44
UKR1,NGA31,44
UKR1,NGA32,23
UKR1,NGA33,49
UKR1,NGA34,26
UKR1,NGA35,16
UKR1,NGA36,17
UKR1,NGA37,20
UKR1,NGA4,93
UKR1,NGA5,17
UKR1,NGA6,35
UKR1,NGA7,17
UKR1,NGA8,24
UKR1,NGA9,32
UKR1,NIC1,16
UKR1,NIC10,6
UKR1,NIC11,10
UKR1,NIC12,16
UKR1,NIC13,18
UKR1,NIC14,12
UKR1,NIC15,12
UKR1,NIC16,13
UKR1,NIC17,9
UKR1,NIC18,14
UKR1,NIC2,13
UKR1,NIC3,10
UKR1,NIC4,11
UKR1,NIC5,10
UKR1,NIC6,12
UKR1,NIC7,13
UKR1,NIC8,13
UKR1,NIC9,11
UKR1,NL11,58
UKR1,NL12,55
UKR1,NL13,59
UKR1,NL21,50
UKR1,NL22,62
UKR1,NL23,107
UKR1,NL31,67
UKR1,NL32,120
UKR1,NL33,124
UKR1,NL34,117
UKR1,NL41,87
UKR1,NL42,85
UKR1,NO01,125
UKR1,NO02,253
UKR1,NO03,154
UKR1,NO04,164
UKR1,NO05,127
UKR1,NO06,113
UKR1,NO07,205
UKR1,NPL1,22
UKR1,NPL2,5
UKR1,NPL3,5
UKR1,NPL4,5
UKR1,NPL5,11
UKR1,NRU,7
UKR1,NZL1,25
UKR1,NZL10,17
UKR1,NZL11,36
UKR1,NZL12,28
UKR1,NZL13,17
UKR1,NZL14,21
UKR1,NZL15,20
UKR1,NZL16,61
UKR1,NZL2,38
UKR1,NZL3,90
UKR1,NZL5,14
UKR1,NZL6,12
UKR1,NZL7,37
UKR1,NZL8,16
UKR1,NZL9,33
UKR1,OMN1,26
UKR1,OMN10,74
UKR1,OMN11,37
UKR1,OMN2,24
UKR1,OMN3,26
UKR1,OMN4,26
UKR1,OMN5,18
UKR1,OMN6,16
UKR1,OMN7,39
UKR1,OMN8,20
UKR1,OMN9,46
UKR1,PAK1,33
UKR1,PAK2,35
UKR1,PAK3,55
UKR1,PAK4,46
UKR1,PAK5,63
UKR1,PAK6,67
UKR1,PAK7,41
UKR1,PAK8,31
UKR1,PAN1,14
UKR1,PAN10,1
UKR1,PAN11,13
UKR1,PAN12,16
UKR1,PAN13,8
UKR1,PAN2,13
UKR1,PAN3,9
UKR1,PAN4,13
UKR1,PAN5,6
UKR1,PAN7,10
UKR1,PAN8,1
UKR1,PAN9,8
UKR1,PER1,10
UKR1,PER10,6
UKR1,PER11,26
UKR1,PER12,17
UKR1,PER13,15
UKR1,PER14,14
UKR1,PER15,22
UKR1,PER16,13
UKR1,PER17,19
UKR1,PER18,15
UKR1,PER19,23
UKR1,PER2,14
UKR1,PER20,12
UKR1,PER21,16
UKR1,PER22,10
UKR1,PER23,20
UKR1,PER24,19
UKR1,PER25,17
UKR1,PER26,18
UKR1,PER3,10
UKR1,PER4,19
UKR1,PER5,11
UKR1,PER6,11
UKR1,PER7,17
UKR1,PER8,16
UKR1,PER9,15
UKR1,PHL1,7
UKR1,PHL10,18
UKR1,PHL11,10
UKR1,PHL12,10
UKR1,PHL13,14
UKR1,PHL14,37
UKR1,PHL15,20
UKR1,PHL16,20
UKR1,PHL17,14
UKR1,PHL18,11
UKR1,PHL19,10
UKR1,PHL2,28
UKR1,PHL20,11
UKR1,PHL21,25
UKR1,PHL22,14
UKR1,PHL23,10
UKR1,PHL24,15
UKR1,PHL25,27
UKR1,PHL26,17
UKR1,PHL27,23
UKR1,PHL28,23
UKR1,PHL29,22
UKR1,PHL3,21
UKR1,PHL30,40
UKR1,PHL31,21
UKR1,PHL32,11
UKR1,PHL33,6
UKR1,PHL34,9
UKR1,PHL35,8
UKR1,PHL36,13
UKR1,PHL37,9
UKR1,PHL38,7
UKR1,PHL39,9
UKR1,PHL4,17
UKR1,PHL40,14
UKR1,PHL41,23
UKR1,PHL42,12
UKR1,PHL43,29
UKR1,PHL44,11
UKR1,PHL45,8
UKR1,PHL46,15
UKR1,PHL47,17
UKR1,PHL48,23
UKR1,PHL49,33
UKR1,PHL5,12
UKR1,PHL50,4
UKR1,PHL51,22
UKR1,PHL52,27
UKR1,PHL53,13
UKR1,PHL54,19
UKR1,PHL55,11
UKR1,PHL56,9
UKR1,PHL57,10
UKR1,PHL58,15
UKR1,PHL59,14
UKR1,PHL6,18
UKR1,PHL60,14
UKR1,PHL61,12
UKR1,PHL62,9
UKR1,PHL63,6
UKR1,PHL64,14
UKR1,PHL65,13
UKR1,PHL66,29
UKR1,PHL67,17
UKR1,PHL68,20
UKR1,PHL69,14
UKR1,PHL7,11
UKR1,PHL70,22
UKR1,PHL71,27
UKR1,PHL72,14
UKR1,PHL73,22
UKR1,PHL74,30
UKR1,PHL75,32
UKR1,PHL76,11
UKR1,PHL77,8
UKR1,PHL78,16
UKR1,PHL79,28
UKR1,PHL8,9
UKR1,PHL80,22
UKR1,PHL81,18
UKR1,PHL9,12
UKR1,PL21,1476
UKR1,PL22,2000
UKR1,PL41,3926
UKR1,PL42,3827
UKR1,PL43,4445
UKR1,PL51,5327
UKR1,PL52,2247
UKR1,PL61,1877
UKR1,PL62,1207
UKR1,PL63,3511
UKR1,PL71,3329
UKR1,PL72,535
UKR1,PL81,606
UKR1,PL82,431
UKR1,PL84,716
UKR1,PL91,4390
UKR1,PL92,1533
UKR1,PLW,7
UKR1,PNG1,9
UKR1,PNG10,13
UKR1,PNG11,10
UKR1,PNG12,15
UKR1,PNG13,15
UKR1,PNG14,17
UKR1,PNG15,61
UKR1,PNG16,13
UKR1,PNG17,10
UKR1,PNG18,17
UKR1,PNG19,8
UKR1,PNG2,103
UKR1,PNG20,10
UKR1,PNG21,12
UKR1,PNG22,11
UKR1,PNG3,20
UKR1,PNG4,7
UKR1,PNG5,6
UKR1,PNG6,106
UKR1,PNG7,5
UKR1,PNG8,8
UKR1,PNG9,14
UKR1,PRI1,11
UKR1,PRI10,22
UKR1,PRI11,12
UKR1,PRI12,13
UKR1,PRI13,13
UKR1,PRI14,13
UKR1,PRI15,7
UKR1,PRI16,13
UKR1,PRI17,15
UKR1,PRI18,13
UKR1,PRI19,21
UKR1,PRI2,9
UKR1,PRI20,11
UKR1,PRI21,16
UKR1,PRI22,7
UKR1,PRI23,8
UKR1,PRI24,9
UKR1,PRI25,1
UKR1,PRI26,16
UKR1,PRI27,21
UKR1,PRI28,19
UKR1,PRI29,11
UKR1,PRI3,11
UKR1,PRI30,9
UKR1,PRI31,16
UKR1,PRI32,15
UKR1,PRI33,10
UKR1,PRI34,19
UKR1,PRI35,1
UKR1,PRI36,13
UKR1,PRI37,15
UKR1,PRI38,12
UKR1,PRI39,3
UKR1,PRI4,18
UKR1,PRI40,19
UKR1,PRI41,7
UKR1,PRI42,13
UKR1,PRI43,11
UKR1,PRI44,13
UKR1,PRI45,12
UKR1,PRI46,11
UKR1,PRI47,19
UKR1,PRI48,9
UKR1,PRI49,7
UKR1,PRI5,13
UKR1,PRI50,7
UKR1,PRI51,11
UKR1,PRI52,6
UKR1,PRI53,8
UKR1,PRI54,8
UKR1,PRI55,1
UKR1,PRI56,27
UKR1,PRI57,9
UKR1,PRI58,14
UKR1,PRI59,6
UKR1,PRI6,15
UKR1,PRI60,21
UKR1,PRI61,13
UKR1,PRI62,13
UKR1,PRI63,12
UKR1,PRI64,9
UKR1,PRI65,22
UKR1,PRI66,12
UKR1,PRI67,12
UKR1,PRI68,27
UKR1,PRI69,18
UKR1,PRI7,11
UKR1,PRI70,9
UKR1,PRI71,16
UKR1,PRI72,2
UKR1,PRI73,15
UKR1,PRI74,10
UKR1,PRI75,5
UKR1,PRI76,10
UKR1,PRI77,13
UKR1,PRI78,5
UKR1,PRI8,10
UKR1,PRI9,17
UKR1,PRY1,11
UKR1,PRY10,15
UKR1,PRY11,12
UKR1,PRY12,13
UKR1,PRY13,15
UKR1,PRY14,18
UKR1,PRY15,8
UKR1,PRY16,11
UKR1,PRY17,12
UKR1,PRY18,14
UKR1,PRY2,11
UKR1,PRY3,15
UKR1,PRY4,9
UKR1,PRY5,19
UKR1,PRY6,8
UKR1,PRY7,11
UKR1,PRY8,19
UKR1,PRY9,15
UKR1,PT11,164
UKR1,PT15,926
UKR1,PT16,724
UKR1,PT17,410
UKR1,PT18,413
UKR1,PT20,45
UKR1,PT30,286
UKR1,PYF,12
UKR1,QAT1,108
UKR1,QAT2,100
UKR1,QAT3,49
UKR1,QAT4,46
UKR1,QAT5,65
UKR1,QAT6,55
UKR1,QAT7,38
UKR1,RO11,94
UKR1,RO12,75
UKR1,RO21,96
UKR1,RO22,79
UKR1,RO31,66
UKR1,RO32,100
UKR1,RO41,66
UKR1,RO42,117
UKR1,RS11,206
UKR1,RS12,167
UKR1,RS21,154
UKR1,RS22,193
UKR1,RWA1,22
UKR1,RWA2,22
UKR1,RWA3,19
UKR1,RWA4,25
UKR1,RWA5,23
UKR1,SAU1,26
UKR1,SAU10,22
UKR1,SAU11,27
UKR1,SAU12,29
UKR1,SAU13,38
UKR1,SAU2,24
UKR1,SAU3,22
UKR1,SAU4,25
UKR1,SAU5,24
UKR1,SAU6,22
UKR1,SAU7,31
UKR1,SAU8,31
UKR1,SAU9,22
UKR1,SE11,368
UKR1,SE12,112
UKR1,SE21,111
UKR1,SE22,107
UKR1,SE23,104
UKR1,SE31,84
UKR1,SE32,75
UKR1,SE33,70
UKR1,SEN1,40
UKR1,SEN10,46
UKR1,SEN11,17
UKR1,SEN12,27
UKR1,SEN13,27
UKR1,SEN14,56
UKR1,SEN2,14
UKR1,SEN3,22
UKR1,SEN4,27
UKR1,SEN5,15
UKR1,SEN6,20
UKR1,SEN7,33
UKR1,SEN8,16
UKR1,SEN9,24
UKR1,SGP1,23
UKR1,SGP2,20
UKR1,SGP3,14
UKR1,SGP4,16
UKR1,SGP5,14
UKR1,SI03,94
UKR1,SI04,131
UKR1,SK01,1606
UKR1,SK02,781
UKR1,SK03,332
UKR1,SK04,254
UKR1,SLB,8
UKR1,SLE1,78
UKR1,SLE2,104
UKR1,SLE3,68
UKR1,SLE4,90
UKR1,SLV1,7
UKR1,SLV10,12
UKR1,SLV11,9
UKR1,SLV12,10
UKR1,SLV13,13
UKR1,SLV14,7
UKR1,SLV2,8
UKR1,SLV3,5
UKR1,SLV4,5
UKR1,SLV5,12
UKR1,SLV6,5
UKR1,SLV7,5
UKR1,SLV8,8
UKR1,SLV9,10
UKR1,SMR,434
UKR1,STP,21
UKR1,SUR,10
UKR1,SWZ1,20
UKR1,SWZ2,16
UKR1,SWZ3,25
UKR1,SWZ4,16
UKR1,SXM,414
UKR1,SYC,66
UKR1,TCA,21
UKR1,TCD1,19
UKR1,TCD10,10
UKR1,TCD11,27
UKR1,TCD12,9
UKR1,TCD13,14
UKR1,TCD14,18
UKR1,TCD15,35
UKR1,TCD16,9
UKR1,TCD17,23
UKR1,TCD18,1
UKR1,TCD19,1
UKR1,TCD2,1
UKR1,TCD20,36
UKR1,TCD22,18
UKR1,TCD23,34
UKR1,TCD3,1
UKR1,TCD4,11
UKR1,TCD5,1
UKR1,TCD6,1
UKR1,TCD7,8
UKR1,TCD8,1
UKR1,TCD9,1
UKR1,TGO1,22
UKR1,TGO2,22
UKR1,TGO3,61
UKR1,TGO4,43
UKR1,TGO5,30
UKR1,THA1,7
UKR1,THA10,10
UKR1,THA11,6
UKR1,THA12,24
UKR1,THA13,7
UKR1,THA14,9
UKR1,THA15,7
UKR1,THA16,10
UKR1,THA17,8
UKR1,THA18,13
UKR1,THA19,5
UKR1,THA2,7
UKR1,THA20,5
UKR1,THA21,6
UKR1,THA22,5
UKR1,THA23,6
UKR1,THA24,6
UKR1,THA25,7
UKR1,THA26,5
UKR1,THA27,7
UKR1,THA28,7
UKR1,THA29,8
UKR1,THA3,13
UKR1,THA30,8
UKR1,THA31,6
UKR1,THA32,4
UKR1,THA33,4
UKR1,THA34,8
UKR1,THA35,7
UKR1,THA36,11
UKR1,THA37,10
UKR1,THA38,4
UKR1,THA39,7
UKR1,THA4,11
UKR1,THA40,4
UKR1,THA41,6
UKR1,THA42,8
UKR1,THA43,7
UKR1,THA44,7
UKR1,THA45,7
UKR1,THA46,6
UKR1,THA47,7
UKR1,THA48,69
UKR1,THA49,8
UKR1,THA5,8
UKR1,THA50,12
UKR1,THA51,6
UKR1,THA52,7
UKR1,THA53,8
UKR1,THA54,6
UKR1,THA55,9
UKR1,THA56,8
UKR1,THA57,9
UKR1,THA58,7
UKR1,THA59,5
UKR1,THA6,7
UKR1,THA60,7
UKR1,THA61,4
UKR1,THA62,7
UKR1,THA63,8
UKR1,THA64,6
UKR1,THA65,6
UKR1,THA66,6
UKR1,THA67,35
UKR1,THA68,7
UKR1,THA69,6
UKR1,THA7,7
UKR1,THA70,5
UKR1,THA71,9
UKR1,THA72,7
UKR1,THA73,11
UKR1,THA74,6
UKR1,THA75,6
UKR1,THA76,3
UKR1,THA77,5
UKR1,THA8,8
UKR1,THA9,7
UKR1,TJK1,1218
UKR1,TJK2,816
UKR1,TJK3,1474
UKR1,TJK4,1053
UKR1,TJK5,1480
UKR1,TLS1,7
UKR1,TLS10,10
UKR1,TLS11,1
UKR1,TLS12,9
UKR1,TLS13,10
UKR1,TLS2,1
UKR1,TLS4,5
UKR1,TLS7,6
UKR1,TLS8,86
UKR1,TLS9,5
UKR1,TON,8
UKR1,TR10,144
UKR1,TR21,72
UKR1,TR22,84
UKR1,TR31,120
UKR1,TR32,156
UKR1,TR33,57
UKR1,TR41,95
UKR1,TR42,71
UKR1,TR51,95
UKR1,TR52,88
UKR1,TR61,507
UKR1,TR62,101
UKR1,TR63,79
UKR1,TR71,60
UKR1,TR72,53
UKR1,TR81,72
UKR1,TR82,40
UKR1,TR83,52
UKR1,TR90,58
UKR1,TRA1,52
UKR1,TRA2,86
UKR1,TRB1,63
UKR1,TRB2,62
UKR1,TRC1,78
UKR1,TRC2,77
UKR1,TRC3,93
UKR1,TTO1,12
UKR1,TTO10,22
UKR1,TTO11,27
UKR1,TTO12,12
UKR1,TTO13,11
UKR1,TTO14,10
UKR1,TTO15,13
UKR1,TTO2,15
UKR1,TTO3,17
UKR1,TTO4,16
UKR1,TTO5,19
UKR1,TTO6,17
UKR1,TTO7,6
UKR1,TTO8,16
UKR1,TTO9,21
UKR1,TUN1,140
UKR1,TUN10,241
UKR1,TUN11,317
UKR1,TUN12,131
UKR1,TUN13,186
UKR1,TUN14,205
UKR1,TUN15,247
UKR1,TUN16,185
UKR1,TUN17,135
UKR1,TUN18,147
UKR1,TUN19,214
UKR1,TUN2,186
UKR1,TUN20,160
UKR1,TUN21,83
UKR1,TUN22,324
UKR1,TUN23,181
UKR1,TUN24,183
UKR1,TUN3,150
UKR1,TUN4,166
UKR1,TUN5,155
UKR1,TUN6,177
UKR1,TUN7,368
UKR1,TUN8,237
UKR1,TUN9,219
UKR1,TUV,8
UKR1,TWN1,9
UKR1,TWN2,8
UKR1,TWN3,8
UKR1,TWN4,8
UKR1,TWN5,7
UKR1,TWN6,9
UKR1,TWN7,7
UKR1,TZA1,43
UKR1,TZA10,12
UKR1,TZA11,31
UKR1,TZA12,33
UKR1,TZA13,19
UKR1,TZA14,22
UKR1,TZA15,13
UKR1,TZA16,20
UKR1,TZA17,16
UKR1,TZA18,47
UKR1,TZA19,32
UKR1,TZA2,24
UKR1,TZA20,29
UKR1,TZA21,23
UKR1,TZA22,11
UKR1,TZA23,16
UKR1,TZA24,12
UKR1,TZA25,16
UKR1,TZA26,16
UKR1,TZA27,23
UKR1,TZA28,403
UKR1,TZA29,223
UKR1,TZA3,23
UKR1,TZA30,88
UKR1,TZA4,18
UKR1,TZA5,19
UKR1,TZA6,14
UKR1,TZA7,12
UKR1,TZA8,23
UKR1,TZA9,44
UKR1,UGA1,41
UKR1,UGA10,108
UKR1,UGA11,100
UKR1,UGA12,91
UKR1,UGA13,40
UKR1,UGA14,1
UKR1,UGA15,82
UKR1,UGA16,44
UKR1,UGA17,38
UKR1,UGA18,23
UKR1,UGA19,205
UKR1,UGA2,1
UKR1,UGA20,36
UKR1,UGA21,61
UKR1,UGA22,41
UKR1,UGA23,39
UKR1,UGA24,14
UKR1,UGA25,39
UKR1,UGA26,49
UKR1,UGA27,34
UKR1,UGA28,51
UKR1,UGA29,35
UKR1,UGA3,24
UKR1,UGA30,81
UKR1,UGA32,79
UKR1,UGA33,34
UKR1,UGA34,58
UKR1,UGA35,33
UKR1,UGA36,888
UKR1,UGA37,67
UKR1,UGA38,53
UKR1,UGA39,34
UKR1,UGA4,482
UKR1,UGA40,16
UKR1,UGA41,79
UKR1,UGA42,186
UKR1,UGA43,135
UKR1,UGA44,61
UKR1,UGA45,1
UKR1,UGA46,45
UKR1,UGA47,36
UKR1,UGA48,31
UKR1,UGA49,24
UKR1,UGA5,19
UKR1,UGA50,40
UKR1,UGA51,24
UKR1,UGA52,48
UKR1,UGA53,1
UKR1,UGA54,168
UKR1,UGA55,17
UKR1,UGA56,53
UKR1,UGA57,57
UKR1,UGA58,1
UKR1,UGA6,20
UKR1,UGA7,95
UKR1,UGA8,50
UKR1,UGA9,33
UKR1,UKC1,26
UKR1,UKC2,22
UKR1,UKD1,22
UKR1,UKD3,59
UKR1,UKD4,49
UKR1,UKD6,31
UKR1,UKD7,37
UKR1,UKE1,37
UKR1,UKE2,23
UKR1,UKE3,28
UKR1,UKE4,45
UKR1,UKF1,36
UKR1,UKF2,71
UKR1,UKF3,84
UKR1,UKG1,120
UKR1,UKG2,59
UKR1,UKG3,42
UKR1,UKH1,87
UKR1,UKH2,60
UKR1,UKH3,81
UKR1,UKI3,152
UKR1,UKI4,265
UKR1,UKI5,230
UKR1,UKI6,112
UKR1,UKI7,151
UKR1,UKJ1,85
UKR1,UKJ2,121
UKR1,UKJ3,65
UKR1,UKJ4,212
UKR1,UKK1,56
UKR1,UKK2,44
UKR1,UKK3,48
UKR1,UKK4,36
UKR1,UKL1,27
UKR1,UKL2,42
UKR1,UKM5,144
UKR1,UKM6,23
UKR1,UKM7,46
UKR1,UKM8,42
UKR1,UKM9,20
UKR1,UKN0,51
UKR1,UKR1,2763929
UKR1,UKR10,25144
UKR1,UKR11,67382
UKR1,UKR12,77396
UKR1,UKR13,89437
UKR1,UKR14,22122
UKR1,UKR16,26881
UKR1,UKR17,27654
UKR1,UKR18,38590
UKR1,UKR19,22525
UKR1,UKR2,28451
UKR1,UKR21,20022
UKR1,UKR22,18921
UKR1,UKR23,20975
UKR1,UKR24,47194
UKR1,UKR25,19932
UKR1,UKR26,16492
UKR1,UKR27,26855
UKR1,UKR3,15855
UKR1,UKR5,22149
UKR1,UKR7,21054
UKR1,UKR8,18492
UKR1,UKR9,21167
UKR1,URY1,11
UKR1,URY10,23
UKR1,URY11,19
UKR1,URY12,17
UKR1,URY13,14
UKR1,URY14,17
UKR1,URY15,18
UKR1,URY16,14
UKR1,URY17,27
UKR1,URY18,18
UKR1,URY19,19
UKR1,URY2,18
UKR1,URY3,14
UKR1,URY4,21
UKR1,URY5,27
UKR1,URY6,11
UKR1,URY7,17
UKR1,URY8,16
UKR1,URY9,22
UKR1,USA1,19
UKR1,USA10,74
UKR1,USA11,34
UKR1,USA12,31
UKR1,USA13,34
UKR1,USA14,119
UKR1,USA15,20
UKR1,USA16,29
UKR1,USA17,32
UKR1,USA18,23
UKR1,USA19,16
UKR1,USA2,143
UKR1,USA20,36
UKR1,USA21,51
UKR1,USA22,61
UKR1,USA23,31
UKR1,USA24,126
UKR1,USA25,13
UKR1,USA26,45
UKR1,USA27,39
UKR1,USA28,25
UKR1,USA29,42
UKR1,USA3,29
UKR1,USA30,33
UKR1,USA31,58
UKR1,USA32,23
UKR1,USA33,97
UKR1,USA34,34
UKR1,USA35,118
UKR1,USA36,30
UKR1,USA37,29
UKR1,USA38,67
UKR1,USA39,61
UKR1,USA4,17
UKR1,USA40,31
UKR1,USA41,46
UKR1,USA42,35
UKR1,USA43,32
UKR1,USA44,30
UKR1,USA45,46
UKR1,USA46,31
UKR1,USA47,38
UKR1,USA48,202
UKR1,USA49,19
UKR1,USA5,63
UKR1,USA50,30
UKR1,USA51,64
UKR1,USA6,67
UKR1,USA7,46
UKR1,USA8,29
UKR1,USA9,65
UKR1,UZB1,448
UKR1,UZB10,434
UKR1,UZB11,565
UKR1,UZB12,534
UKR1,UZB13,606
UKR1,UZB14,917
UKR1,UZB2,548
UKR1,UZB3,514
UKR1,UZB4,417
UKR1,UZB5,280
UKR1,UZB6,485
UKR1,UZB7,684
UKR1,UZB8,455
UKR1,UZB9,570
UKR1,VCT,14
UKR1,VGB,11
UKR1,VIR,40
UKR1,VNM1,16
UKR1,VNM10,6
UKR1,VNM11,3
UKR1,VNM12,6
UKR1,VNM13,5
UKR1,VNM14,4
UKR1,VNM15,2
UKR1,VNM16,5
UKR1,VNM17,4
UKR1,VNM18,5
UKR1,VNM19,2
UKR1,VNM2,6
UKR1,VNM20,6
UKR1,VNM21,4
UKR1,VNM22,2
UKR1,VNM23,14
UKR1,VNM24,5
UKR1,VNM25,3
UKR1,VNM26,13
UKR1,VNM27,3
UKR1,VNM28,7
UKR1,VNM29,7
UKR1,VNM3,4
UKR1,VNM30,8
UKR1,VNM31,4
UKR1,VNM32,15
UKR1,VNM33,6
UKR1,VNM34,6
UKR1,VNM35,9
UKR1,VNM36,6
UKR1,VNM37,2
UKR1,VNM38,3
UKR1,VNM39,5
UKR1,VNM4,4
UKR1,VNM40,4
UKR1,VNM41,4
